"trait"	"comp"	"Estimate"	"Std..Error"	"t.value"	"Pr...t.."	"mean_abu1"	"mean_abu2"	"log_fold_diff"	"q"	"status"
"ko:K01297"	"hdi_diff"	-0.248593109477386	0.113439769806599	-2.19141055999326	0.0297983802296739	663483.750837326	520936.743562264	-0.241875330104263	1	"other"
"ko:K01299"	"human"	-0.23328421167907	0.114701421686544	-2.0338388857689	0.0435408758154003	158546.866826333	171478.678658758	0.0784082211704643	1	"other"
"ko:K01299"	"hdi_diff"	0.478092307436308	0.125783826052307	3.80090447588621	0.00020136891532912	129609.228671005	191541.123444556	0.390576044465334	1	"other"
"ko:K01303"	"human"	0.479117104001187	0.103299671730621	4.63812804023813	7.03865883961603e-06	177696.384382324	250542.285789839	0.343549687398205	0.0892501940863312	"other"
"ko:K01303"	"hdi_diff"	-0.294235042434684	0.113280443687379	-2.59740368996689	0.010226715800707	304180.694597964	224840.548235945	-0.302229278409987	1	"other"
"ko:K01304"	"human"	-0.420155683337755	0.109877670282618	-3.8238495797833	0.000184882098728795	136168.630519215	187771.770379244	0.321331171851876	1	"Human_EUR"
"ko:K01304"	"hdi_diff"	1.00077388113156	0.12049400576421	8.30559059585032	3.16498897421606e-14	97384.6590416694	231082.261228498	0.864099121755406	4.01320601930597e-10	"Human_EUR"
"ko:K01305"	"human"	1.06318200726711	0.123619950138069	8.60040799304367	5.38067655931422e-15	49762.1534223213	211015.466224298	1.44466135035086	6.82269787721043e-11	"Human"
"ko:K01305"	"hdi_diff"	0.588893935876574	0.135564059068554	4.34402702252205	2.41379040857784e-05	139220.127955931	245417.399144557	0.566900987930119	0.306068623807671	"Human"
"ko:K01308"	"human"	0.53556561529127	0.253953244335231	2.10891424794832	0.0364345128102967	85420.5322096096	196382.840775196	0.832472912807204	1	"other"
"ko:K01308"	"hdi_diff"	0.65162677188112	0.278490102748475	2.33985612217485	0.0204667239473453	133015.029178546	226746.583831923	0.533367792191716	1	"other"
"ko:K01317"	"human"	-0.938771211473037	0.154075720314523	-6.09292112707099	7.3381699342092e-09	164615.867567404	121369.104161388	-0.304776169769284	9.30479947657727e-05	"NHA"
"ko:K01317"	"hdi_diff"	0.89979744099749	0.168962453280554	5.32542836308974	3.19368063941144e-07	58904.487771103	151300.066181733	0.943337410271522	0.0040495870507737	"NHA"
"ko:K01318"	"human"	0.187616705878445	0.217162663358386	0.863945500469476	0.388849635100867	32438.1122291573	82917.5379259406	0.938493792743031	1	"Human_EUR"
"ko:K01318"	"hdi_diff"	1.22696329141256	0.238144830912165	5.15217267875571	7.15444439121979e-07	48096.6472648091	99602.5480343995	0.727964524289528	0.00907183548806669	"Human_EUR"
"ko:K01322"	"human"	-0.567717716887976	0.194430848529916	-2.91989527989241	0.00398224997784908	197415.866505941	81783.5723888562	-0.88122894242386	1	"other"
"ko:K01322"	"hdi_diff"	-0.46393832952184	0.213216677449068	-2.17590075538375	0.0309593640011908	98199.2114688177	73917.745329708	-0.284041914972521	1	"other"
"ko:K01337"	"human"	-0.44106902474459	0.169723534552799	-2.59874993710656	0.0101882743002733	118121.346910616	74455.805120707	-0.461501765345	1	"other"
"ko:K01337"	"hdi_diff"	-0.000397625788073978	0.18612215291902	-0.00213637002279347	0.998297959316121	72867.5347970341	75216.8513174669	0.0317316629259207	1	"other"
"ko:K01338"	"human"	0.0564901986334708	0.0144716868933514	3.90349784719455	0.000137040412417788	917691.907960424	964920.360186293	0.0501837942471115	1	"other"
"ko:K01338"	"hdi_diff"	-0.00772918492380606	0.0158699353513794	-0.487033170121529	0.626869665323076	969737.599811493	962612.099532552	-0.00737498518297881	1	"other"
"ko:K01342"	"human"	-0.0217322508378605	0.192552709409665	-0.112863905703991	0.910273202439297	109161.183454832	86373.2253611286	-0.234145384249637	1	"other"
"ko:K01342"	"hdi_diff"	-0.164210643549053	0.211157073296565	-0.7776705794668	0.437857000482271	90894.342961908	84206.8565107552	-0.0764205427046664	1	"other"
"ko:K01347"	"human"	-0.219197401246764	0.0990123162146158	-2.21383974869994	0.02818631780112	207367.645315805	193684.759862653	-0.0682610533416972	1	"other"
"ko:K01347"	"hdi_diff"	0.221862000981282	0.108578845638112	2.04332620850232	0.0425821540330931	168606.938682409	205701.215844853	0.198853438459711	1	"other"
"ko:K01354"	"human"	0.624087067886363	0.66754842698764	0.93489407308261	0.35118472771968	15133.7844681137	15589.0402284355	0.0296365617208226	1	"other"
"ko:K01354"	"hdi_diff"	0.58911840815858	0.732046682482881	0.804755246155162	0.422098337381755	8942.56229757462	18773.8109036397	0.74158214878057	1	"other"
"ko:K01355"	"human"	0.450745830323984	0.776998207857956	0.580111801758988	0.562616457400715	8814.67339568364	13134.234897182	0.398767101325161	1	"Human_AFR"
"ko:K01355"	"hdi_diff"	-4.42035900654998	0.852071456335096	-5.1877797028464	6.07029829719764e-07	26273.7140941982	6838.23444861168	-1.3459312327643	0.00769713824084661	"Human_AFR"
"ko:K01356"	"human"	0.00658642537552248	0.0412181100829988	0.159794453512297	0.873234951528571	783168.253888551	874739.559186138	0.110578505195771	1	"other"
"ko:K01356"	"hdi_diff"	0.173773220070913	0.0452005869905707	3.84449034051625	0.000171152275845477	777270.052345265	921443.697880723	0.170153627904656	1	"other"
"ko:K01358"	"human"	0.0458512720437475	0.0128697243410502	3.56272370943464	0.00047783922474317	922616.950497151	982284.645249218	0.0626669198070954	1	"other"
"ko:K01358"	"hdi_diff"	0.0265273889723695	0.0141131918336606	1.87961655201911	0.0618917989926023	966134.868359755	990023.080008752	0.0244247912758896	1	"other"
"ko:K01361"	"human"	0.00973900250049906	0.0565272081374064	0.172288758306009	0.863417895307901	359303.034483224	403735.909990795	0.116594530147942	1	"other"
"ko:K01361"	"hdi_diff"	0.133662654765953	0.061988843826268	2.15623726005539	0.032487429891589	372660.404489151	418626.256377	0.11631067645776	1	"other"
"ko:K01364"	"human"	1.26843146959076	0.368852278392657	3.43886033486953	0.000736685594677197	49144.807967959	71867.0207449668	0.380039839348985	1	"other"
"ko:K01364"	"hdi_diff"	-0.660606140503733	0.404490634397969	-1.63318031204099	0.104303831294053	97316.8140944364	59672.3280983459	-0.489096901605084	1	"other"
"ko:K01371"	"human"	-3.44586306597886	0.564204196857851	-6.10747506872416	6.81118733490085e-09	15156.676839941	13839.6475257906	-0.090897390082776	8.63658554065428e-05	"NHA"
"ko:K01371"	"hdi_diff"	3.89703856060542	0.618717375182064	6.29857624324624	2.53562334715761e-09	1374.45874407894	19812.550483694	2.66757876395778	3.21517040419585e-05	"NHA"
"ko:K01372"	"human"	0.176173398348822	0.0943200865423784	1.86782481661175	0.0635281494970833	473658.531935627	429962.839507599	-0.0967876655645718	1	"other"
"ko:K01372"	"hdi_diff"	-0.450451029459241	0.10343325465753	-4.3549923179996	2.30776391479555e-05	557675.2255688	368767.321186607	-0.413609962066633	0.292624464396076	"other"
"ko:K01387"	"human"	0.438605465861137	0.0761471972034254	5.7599686130195	3.91981337018378e-08	254902.501436212	462190.70743311	0.595094708370243	0.000497032335339303	"Human"
"ko:K01387"	"hdi_diff"	0.276650380961547	0.0835045081967805	3.31299934501276	0.00113034010461177	383942.312228164	499684.73013548	0.263484443794898	1	"Human"
"ko:K01389"	"human"	1.94154058881645	0.718700705288294	2.70145913943083	0.00761155262298155	14532.4794109483	22693.1998263196	0.445654464730579	1	"other"
"ko:K01389"	"hdi_diff"	-1.41296639557589	0.788141272953886	-1.79278315203595	0.0748067715970611	41111.701835925	13867.6676133838	-1.08668495362867	1	"other"
"ko:K01390"	"human"	3.47981019460625	0.689263293614377	5.04859351548917	1.14897948119694e-06	1055.39918206793	22810.4787514038	3.07239773610195	0.0145690598215772	"Human"
"ko:K01390"	"hdi_diff"	2.53380016547001	0.755859630625676	3.35220993793863	0.000990469904043319	7790.41981621648	30007.5903245143	1.3484605801604	1	"Human"
"ko:K01392"	"human"	2.50146898054711	0.766806105985008	3.26219230783748	0.00133903333865221	3589.6981908693	20054.9384894737	1.72017862818512	1	"Human_AFR"
"ko:K01392"	"hdi_diff"	-6.66533600732944	0.84089459775528	-7.92648213595636	2.97981621597382e-13	53397.2495664567	4078.41443175274	-2.57182450928789	3.77840696185481e-09	"Human_AFR"
"ko:K01399"	"human"	0.652803714205877	0.298830517301097	2.18452827409231	0.0303088080913764	130003.730410565	102119.812515925	-0.241414288743671	1	"other"
"ko:K01399"	"hdi_diff"	-0.990141288952172	0.327703399440355	-3.02145565362799	0.0029093155394903	155076.462661191	76744.7509879857	-0.703426727970978	1	"other"
"ko:K01400"	"human"	0.849761981435129	0.710855875137296	1.19540684849936	0.233612778856842	88871.9329411948	38951.4726896224	-0.824865375818199	1	"other"
"ko:K01400"	"hdi_diff"	0.50944419237446	0.779538478528027	0.65352026411374	0.514314382348057	25135.4022134214	45571.6731261353	0.594991180460512	1	"other"
"ko:K01401"	"human"	3.6403150931457	0.76228018043394	4.77556046527852	3.88176079896744e-06	3213.09641743312	19963.2240634514	1.82639560885233	0.0492207269309071	"Human"
"ko:K01401"	"hdi_diff"	1.34713158125803	0.835931379131914	1.61153369150585	0.108940565572707	11949.8543457399	23802.9637198548	0.689049340472402	1	"Human"
"ko:K01406"	"human"	0.111844946147923	0.101536013281833	1.10152981718394	0.272241779145535	303308.666022961	417583.848677675	0.319733470309486	1	"other"
"ko:K01406"	"hdi_diff"	0.363378310158001	0.111346381281908	3.26349456510845	0.00133326353086843	329567.095162978	459758.543070134	0.332920625660657	1	"other"
"ko:K01407"	"human"	5.86271798503404	0.803198780835547	7.2992117579352	1.0995195438666e-11	1985.07265228009	13880.4376713924	1.94439338117592	1.39419078162285e-07	"Human"
"ko:K01407"	"hdi_diff"	-2.77673789643992	0.880803517938398	-3.15250545653943	0.00191750133572358	10197.9921284259	15644.9428273972	0.427922734651328	1	"Human"
"ko:K01408"	"human"	5.86271798503404	0.803198780835547	7.2992117579352	1.0995195438666e-11	1985.07265228009	13880.4376713924	1.94439338117592	1.39419078162285e-07	"Human"
"ko:K01408"	"hdi_diff"	-2.77673789643992	0.880803517938398	-3.15250545653943	0.00191750133572358	10197.9921284259	15644.9428273972	0.427922734651328	1	"Human"
"ko:K01409"	"human"	0.00483652226729255	0.00251975066566656	1.9194447820547	0.0566228397423203	992591.086767264	998461.637766985	0.00589694290088446	1	"other"
"ko:K01409"	"hdi_diff"	0.00170948935475291	0.00276320794254436	0.618661132386156	0.536977538828202	997309.485127324	999013.710906822	0.00170736330621917	1	"other"
"ko:K01414"	"human"	0.754085992965145	0.216751856150493	3.47902899821802	0.000640998684762063	355425.023343399	368547.590468732	0.0362554273678497	1	"other"
"ko:K01414"	"hdi_diff"	-0.835263516000353	0.237694331680168	-3.51402370471437	0.000567269663391212	554298.325793919	279542.02979208	-0.684548606615073	1	"other"
"ko:K01415"	"human"	-0.00459579194532228	0.12283959284036	-0.0374129532592547	0.970200163854954	405482.195696971	245856.831873376	-0.500325982093417	1	"Human_AFR"
"ko:K01415"	"hdi_diff"	-0.937298968614988	0.134708303968483	-6.95798952998683	7.36910376180503e-11	397828.598395002	173037.027081764	-0.832512388803796	9.34402356996878e-07	"Human_AFR"
"ko:K01419"	"human"	0.154777307126514	0.179054342596495	0.864415265678924	0.388592356516884	101491.443507653	114921.289097102	0.124271805451654	1	"other"
"ko:K01419"	"hdi_diff"	-0.483166255514277	0.196354499812707	-2.46068338629951	0.0148786894010239	140121.208630385	102846.327654071	-0.309269327809676	1	"other"
"ko:K01420"	"human"	0.249346352380961	0.0835654978148752	2.98384331932474	0.00327106551942162	366844.464615406	479269.5478743	0.267324574035998	1	"other"
"ko:K01420"	"hdi_diff"	0.0789007252604132	0.0916395619737451	0.860989768622186	0.390470813921872	463479.96374214	486835.390270961	0.0491627988807468	1	"other"
"ko:K01421"	"human"	-0.552746566220206	0.0941116787802192	-5.87330470972732	2.2302329360974e-08	534257.406145046	529623.777137042	-0.00871084040104235	0.00028279353629715	"NHA"
"ko:K01421"	"hdi_diff"	0.787346540264183	0.103204710622784	7.62897871146556	1.67772643064162e-12	303424.010068362	638011.165524118	0.743222855207816	2.12735711405357e-08	"NHA"
"ko:K01424"	"human"	0.0632056971636383	0.039633769244643	1.59474353230185	0.112649127299328	719218.320243957	793095.271860691	0.0977782700432875	1	"other"
"ko:K01424"	"hdi_diff"	0.0601456528782702	0.0434631677895785	1.38383040024735	0.168246168367563	767490.402950296	805364.271546922	0.0481686499470998	1	"other"
"ko:K01425"	"human"	2.84456305024226	0.275337156882661	10.3311993283003	1.11529831045973e-19	17338.3694502407	234688.212463005	2.60528253190502	1.41419825766294e-15	"Human"
"ko:K01425"	"hdi_diff"	0.558797848374774	0.301940120164424	1.85069095180354	0.0659699736497608	166489.07050854	267366.967982853	0.473690195795511	1	"Human"
"ko:K01426"	"human"	-0.772963171506632	0.13612664508266	-5.67826505264468	5.86127007745705e-08	235573.925238112	127161.509147947	-0.616563148674697	0.000743209045821553	"NHA"
"ko:K01426"	"hdi_diff"	0.292914554330682	0.149279145754216	1.96219339848687	0.051391900642125	111915.535617684	134466.871464532	0.183571920854232	1	"NHA"
"ko:K01427"	"human"	3.49915249200999	0.863573227693782	4.05194647054386	7.74912820695246e-05	2991.10926316411	19290.6317986467	1.86369283844044	0.982589456641572	"other"
"ko:K01427"	"hdi_diff"	-3.67550700578569	0.947011319114339	-3.88116480933204	0.000149111645934332	48859.7467128671	5122.09756891608	-2.25521509837049	1	"other"
"ko:K01428"	"human"	-1.02726516515958	0.255925952237561	-4.01391557275924	8.98102704756276e-05	78991.6847206218	51162.9266527712	-0.434320523541299	1	"other"
"ko:K01428"	"hdi_diff"	0.475799215414521	0.280653412880033	1.69532666833417	0.0918660201193801	59509.6485400514	47163.4557484495	-0.232514710873221	1	"other"
"ko:K01429"	"human"	-0.975284151338217	0.257078193382641	-3.79372570853018	0.000206807009640717	75656.5615723593	51019.5303387242	-0.393989282548238	1	"other"
"ko:K01429"	"hdi_diff"	0.473967930167137	0.281916983092433	1.6812322725933	0.0945759203707197	59383.401191491	47011.8422217735	-0.233610782529412	1	"other"
"ko:K01430"	"human"	-0.997794553031653	0.256863638344304	-3.8845301711961	0.00014723013554944	77280.6076030769	51070.3546295414	-0.41423222674062	1	"other"
"ko:K01430"	"hdi_diff"	0.473481416906045	0.281681697834204	1.68090941139077	0.094638745520039	59509.6485400514	47026.526297422	-0.235422167421267	1	"other"
"ko:K01431"	"human"	-0.182465677656589	0.146986353896648	-1.24137835125081	0.216196469272604	70826.6995277205	125307.63889463	0.570529644758807	1	"Human_EUR"
"ko:K01431"	"hdi_diff"	0.924302420389326	0.161188115184171	5.7343087567792	4.44945534885573e-08	77858.7225254008	148043.577988219	0.642604652622007	0.000564190938234906	"Human_EUR"
"ko:K01433"	"human"	0.468171578427733	0.317607646234425	1.47405638364946	0.142337765646759	106143.127433284	118450.766493117	0.109707980567329	1	"other"
"ko:K01433"	"hdi_diff"	-0.0701622120360855	0.348294766877508	-0.201444921682561	0.840594392688203	118374.235450505	118487.437617702	0.000955842441768502	1	"other"
"ko:K01434"	"human"	2.93438521132411	0.755094292154067	3.88611759062985	0.000146350487914197	7395.85522085387	21245.6938466285	1.05514635984813	1	"other"
"ko:K01434"	"hdi_diff"	0.764981343302311	0.828051193270775	0.923833392813142	0.356898047698216	9764.71823069314	26746.9946625976	1.0075813914936	1	"other"
"ko:K01436"	"human"	-0.228470846905489	0.0641302988895111	-3.56260380602805	0.000478042135038689	441366.553883044	493562.47132179	0.111773481404433	1	"Human_EUR"
"ko:K01436"	"hdi_diff"	0.445020234510237	0.070326542091562	6.32791292270337	2.17536165864381e-09	372970.312129083	551346.214268295	0.390863258123019	2.75835858316035e-05	"Human_EUR"
"ko:K01438"	"human"	0.398299018225589	0.164939337463923	2.41482125701341	0.0168162275571268	390845.053167178	395430.512773139	0.0116638494861368	1	"other"
"ko:K01438"	"hdi_diff"	-0.363418383176162	0.180875708667687	-2.00921608464213	0.0461152883397623	490745.950125571	349758.532375098	-0.33868275041672	1	"other"
"ko:K01439"	"human"	-0.158571740800898	0.0707787845611548	-2.24038519146776	0.0263768507469413	491844.602027242	554868.469385007	0.120568045563931	1	"Human_EUR"
"ko:K01439"	"hdi_diff"	0.371854056194492	0.0776174017246592	4.79085936828459	3.63023701382114e-06	445143.840112309	607444.854244841	0.310863329820961	0.0460314053352521	"Human_EUR"
"ko:K01442"	"human"	0.351164230307464	0.0444821459037341	7.8944984144298	3.59316049421573e-13	486909.06129993	725759.081277153	0.399140066676567	4.55612750666554e-09	"Human"
"ko:K01442"	"hdi_diff"	0.0809204264035281	0.0487799926149043	1.65888558127423	0.0990046112710573	688148.720052542	743780.71269728	0.0777411642577611	1	"Human"
"ko:K01443"	"human"	0.201320267291869	0.0638965936510543	3.15071987078528	0.00192859575478521	410475.143215483	580557.63776521	0.346672997753947	1	"other"
"ko:K01443"	"hdi_diff"	0.225107128079486	0.0700702563487234	3.2125917587511	0.00157689947275661	496885.032148861	620650.761289711	0.222409465543656	1	"other"
"ko:K01446"	"human"	3.84719752025863	0.811011457102432	4.74370304706154	4.46072882006532e-06	2376.58482656418	28186.9197963656	2.47280831645717	0.0565620414384283	"other"
"ko:K01446"	"hdi_diff"	-3.88422053323004	0.889371051785035	-4.36737908821534	2.19337116971623e-05	41331.0426526468	21888.6942610641	-0.635622105926163	0.278119464320019	"other"
"ko:K01447"	"human"	0.191422042520624	0.0433255260579739	4.41822777326424	1.77831280929009e-05	658171.818338253	841529.942704499	0.245755245153066	0.225490064217984	"other"
"ko:K01447"	"hdi_diff"	0.100086496135314	0.0475116206335584	2.10656876782311	0.0366404335794823	790623.644414656	865922.543968382	0.0909732960907466	1	"other"
"ko:K01448"	"human"	0.0194026012488734	0.0103226490990762	1.87961453137158	0.0618920763560001	952183.099949229	988588.443654934	0.0375207243456959	1	"other"
"ko:K01448"	"hdi_diff"	0.0275742161453847	0.011320019225442	2.4358806814931	0.0159003722428954	971416.671778618	996816.584345668	0.0258112668557629	1	"other"
"ko:K01449"	"human"	-0.108238234946148	0.0733016291409777	-1.47661431559697	0.141651049233862	449044.89597708	575378.22850565	0.247904250510271	1	"Human_EUR"
"ko:K01449"	"hdi_diff"	0.488070421236525	0.0803840025140779	6.07173574307957	8.17745296070856e-09	412417.003556793	653463.815460311	0.460251284703037	0.000103690103541784	"Human_EUR"
"ko:K01450"	"human"	-0.024383485030451	0.0998616887983358	-0.244172568317885	0.807395113244061	380498.949964859	472679.103639102	0.216932800225947	1	"other"
"ko:K01450"	"hdi_diff"	0.346921306047841	0.10951028425285	3.16793357276681	0.00182407510255986	381117.376837006	516552.431065107	0.304068704315502	1	"other"
"ko:K01451"	"human"	2.00180538582515	0.304237816935798	6.57973885688112	5.74249963606269e-10	16774.2708228416	57921.3795566917	1.23919800358086	7.28148953852749e-06	"Human"
"ko:K01451"	"hdi_diff"	-0.778597469185303	0.333633150150182	-2.33369336600642	0.0207957667576593	76930.9707507759	48812.6171095263	-0.454912221532677	1	"Human"
"ko:K01452"	"human"	-0.276892201278635	0.147928787845253	-1.87179389023514	0.0629733764405438	60087.6681096275	89722.9005690596	0.400915910443795	1	"other"
"ko:K01452"	"hdi_diff"	0.767800127775662	0.162221606714739	4.73303244447462	4.67268657051337e-06	52639.7009678586	107491.933711302	0.713935509301977	0.0592496657141096	"other"
"ko:K01455"	"human"	0.502852498817578	0.287721582916985	1.74770517289509	0.08234211361373	31322.982232298	35226.1363368137	0.117432694593123	1	"other"
"ko:K01455"	"hdi_diff"	-0.458049841780647	0.315521124367808	-1.4517248019397	0.148443025451868	57502.8614500074	24551.872220075	-0.851023259095846	1	"other"
"ko:K01457"	"human"	-0.268073744611499	0.116302772355559	-2.30496435452071	0.0223918190796229	138297.841451807	178389.049132739	0.25455557861643	1	"Human_EUR"
"ko:K01457"	"hdi_diff"	0.720526524951821	0.127539898566827	5.64942055818155	6.75001743972025e-08	107574.809433347	212320.87232203	0.679907585882587	0.000855902211356527	"Human_EUR"
"ko:K01459"	"human"	-0.567584200870744	0.313673487275599	-1.80947457753117	0.072164846722683	73147.0493314457	89562.6390599381	0.202463963134784	1	"other"
"ko:K01459"	"hdi_diff"	1.07561885818963	0.343980491092057	3.12697634326527	0.00208188616826692	56648.637966327	105333.931250627	0.620259498160173	1	"other"
"ko:K01460"	"human"	0.316063323964929	0.159533808142093	1.98116830310612	0.0492042512675467	46188.1554078518	83380.244637085	0.590678360524801	1	"other"
"ko:K01460"	"hdi_diff"	0.346589081653775	0.174947899317636	1.98109884717454	0.0492121128971595	58299.0358569677	95398.3238442245	0.492468782443793	1	"other"
"ko:K01461"	"human"	7.69159015241936	0.490988851144913	15.6655087676303	1.12277264620091e-34	95.891978418835	10590.0379227333	4.69416671007906	1.42367571538275e-30	"Human"
"ko:K01461"	"hdi_diff"	-0.441727958840479	0.538427992765489	-0.820403033972404	0.413148905056644	7717.76990066274	11966.3330166421	0.438525677069354	1	"Human"
"ko:K01462"	"human"	0.0246726317007996	0.00683787689830817	3.60822987423246	0.000406417676587453	972715.928372481	993523.270144487	0.0211653774143882	1	"other"
"ko:K01462"	"hdi_diff"	-0.00421248326176943	0.00749854976248115	-0.561773062152166	0.575019328145097	996329.973617416	992178.391397042	-0.0041755761754809	1	"other"
"ko:K01463"	"human"	0.490661867964228	0.159418292019089	3.07782665182159	0.00243565420147795	43977.8952133015	94288.6087679087	0.762661125622089	1	"other"
"ko:K01463"	"hdi_diff"	0.485847835563704	0.174821222074158	2.77911245442279	0.00607191687291695	64159.074595017	108725.677225753	0.527456058478415	1	"other"
"ko:K01464"	"human"	0.0481962646887877	0.095472143028785	0.50482018272342	0.614346676730823	169085.358705433	224959.940730559	0.285517207716765	1	"other"
"ko:K01464"	"hdi_diff"	0.326401532963862	0.104696622369612	3.11759372534066	0.00214551129925589	184404.420094021	244392.7943689	0.281644131860671	1	"other"
"ko:K01465"	"human"	0.00649075022043426	0.016011684038824	0.40537586207022	0.68571701240102	918467.261939428	938276.891290014	0.0213388146732754	1	"other"
"ko:K01465"	"hdi_diff"	0.0220485560575389	0.0175587263900514	1.25570360672807	0.21096706122703	924951.111604627	944662.160722595	0.0210864553387935	1	"other"
"ko:K01466"	"human"	-0.588472287512326	0.138832002571052	-4.23873657812547	3.70020688989948e-05	90452.886994075	67902.8947949342	-0.286746791201518	0.469186233639254	"other"
"ko:K01466"	"hdi_diff"	0.378134429552427	0.152245893774648	2.48370855973388	0.0139829036315754	51099.483022429	75954.529602593	0.39635408256029	1	"other"
"ko:K01467"	"human"	1.66477294845168	0.464673062932814	3.58267582360889	0.000445180806642994	11675.9180386085	51100.6585755793	1.47620287810698	1	"other"
"ko:K01467"	"hdi_diff"	0.725126693700929	0.509569583878929	1.42301800704262	0.156585236912818	25206.447921215	63508.3011807955	0.924046867180779	1	"other"
"ko:K01468"	"human"	1.05648984155388	0.175493010521571	6.02012489508248	1.06361316613455e-08	105995.207066268	252679.648830908	0.868723122745886	0.000134866149465861	"Human"
"ko:K01468"	"hdi_diff"	-0.00927635997936406	0.192449073291919	-0.0482016349608142	0.961612801709947	252742.743606281	252649.415917709	-0.000369326348054492	1	"Human"
"ko:K01469"	"human"	-0.246227960513395	0.110909921098915	-2.22007155062166	0.0277521009168785	136812.656310943	196728.294468492	0.363208816947842	1	"Human_EUR"
"ko:K01469"	"hdi_diff"	0.814536303946808	0.121625992231426	6.69705783281042	3.05764954382633e-10	117911.190704828	234494.823355248	0.687497575993976	3.87709962157179e-06	"Human_EUR"
"ko:K01470"	"human"	0.482757609541571	0.0740410359501004	6.52013580505442	7.89118219820757e-10	187138.642434713	404432.101188061	0.770631247225655	1.00060190273272e-05	"Human_EUR"
"ko:K01470"	"hdi_diff"	0.423208756022243	0.0811948505061346	5.21226104099136	5.41944202829118e-07	305963.322811478	451615.057493507	0.389363885502129	0.00687185249187322	"Human_EUR"
"ko:K01473"	"human"	-0.171971906263677	0.150902310514742	-1.13962407651059	0.256065183389107	55772.3306768659	86146.1323715072	0.43476086568417	1	"Human_EUR"
"ko:K01473"	"hdi_diff"	0.914565486755901	0.165482429926187	5.52666217896269	1.22473555536375e-07	49018.3379746613	103936.533853329	0.75157520986171	0.00155296468420124	"Human_EUR"
"ko:K01474"	"human"	-0.0739032221229289	0.307788104784735	-0.24011071569714	0.810537156940067	23268.5939310587	44420.5965277081	0.646578232619569	1	"other"
"ko:K01474"	"hdi_diff"	1.24984855633072	0.337526465356393	3.70296461052618	0.00028872562781725	26496.2542834728	53009.3438530708	0.693445945868918	1	"other"
"ko:K01476"	"human"	0.220860936005753	0.168102633564012	1.31384578172983	0.190689367433407	59214.3455297142	116722.685841881	0.678628758881958	1	"other"
"ko:K01476"	"hdi_diff"	0.762499262479947	0.184344641140843	4.13627029113031	5.56705028133178e-05	79397.6857917694	134607.581699226	0.527889355855261	0.70590197567287	"other"
"ko:K01478"	"human"	-0.637081892206557	0.110313299223237	-5.77520477306474	3.63505810801215e-08	203404.919998038	146056.433650905	-0.331203662867837	0.000460925368095941	"NHA"
"ko:K01478"	"hdi_diff"	0.346484959924589	0.120971724994578	2.86418136089337	0.00471449797613924	111937.790912979	162404.949962828	0.372146852559889	1	"NHA"
"ko:K01479"	"human"	0.606862513081904	0.186279322482798	3.25780932093494	0.00135862388778694	93625.3407004396	97203.5905941463	0.0375061770532677	1	"Human_AFR"
"ko:K01479"	"hdi_diff"	-1.39296674203023	0.204277554295272	-6.81899069545728	1.5781948064317e-10	164261.776797331	65071.5430384535	-0.92596474873588	2.00115101455539e-06	"Human_AFR"
"ko:K01480"	"human"	0.552591465416137	0.0709599887931323	7.78736686426334	6.70990838748772e-13	254523.335160206	509070.364146242	0.693191760422959	8.50816383533443e-09	"Human"
"ko:K01480"	"hdi_diff"	0.218127479814799	0.077816113835284	2.80311453584686	0.00565680015492927	440166.168306088	542086.957986316	0.208273689654266	1	"Human"
"ko:K01482"	"human"	-0.795898137335517	0.231641063942197	-3.43591124902673	0.000744213952575646	52251.8566896056	26275.1530893417	-0.687432761618194	1	"other"
"ko:K01482"	"hdi_diff"	0.304882266050987	0.254022128628026	1.20021931828403	0.23174388395099	19852.078240207	29352.8764545521	0.391065544185113	1	"other"
"ko:K01483"	"human"	1.53285569275169	0.165684518401249	9.25165312693538	9.95513202984785e-17	21739.6312879397	158014.692619551	1.98351142911676	1.26231074138471e-12	"Human_EUR"
"ko:K01483"	"hdi_diff"	0.880226183319151	0.181692888681848	4.84458246938032	2.86592372175191e-06	85694.6818479897	192668.031114258	0.810171414651946	0.0363399127918142	"Human_EUR"
"ko:K01485"	"human"	0.0360136938544658	0.0271175320117481	1.32805942070479	0.185959939167731	779088.316925802	757193.239334524	-0.0285058837179052	1	"other"
"ko:K01485"	"hdi_diff"	-0.106177988249631	0.0297376168436258	-3.57049419285897	0.000464860859997547	813691.888463033	730120.969960446	-0.108371405588112	1	"other"
"ko:K01486"	"human"	-0.0509963344647541	0.0780312755357348	-0.653537112069892	0.514303551465886	260292.200510847	332494.694370235	0.244818220831163	1	"Human_EUR"
"ko:K01486"	"hdi_diff"	0.422465564229772	0.0855706254055782	4.93703957669371	1.89995101639168e-06	253265.826206264	370458.527032137	0.380300617976938	0.0240913788878465	"Human_EUR"
"ko:K01487"	"human"	0.0522320762160144	0.057107667061685	0.914624583763784	0.36169960370853	649417.790939553	565152.57464266	-0.13898028735923	1	"Human_AFR"
"ko:K01487"	"hdi_diff"	-0.312010890384895	0.062625386453974	-4.9821790818681	1.55150419601105e-06	683866.251752018	508268.937694426	-0.296751142537507	0.0196730732054201	"Human_AFR"
"ko:K01488"	"human"	0.0932406507553031	0.0773547647169241	1.20536402762665	0.229757838292229	252344.440245162	329637.482988611	0.267197604406132	1	"other"
